id,title_bg,title_en,publisher,url,accessed_at,license_status,license_label
source-wikipedia-georgi-hristov,Wikipedia — Georgi Hristov,Wikipedia — Georgi Hristov,Wikipedia,"https://en.wikipedia.org/wiki/Georgi_Hristov_(footballer,_born_1985)",2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-ivanov,Wikipedia — Georgi Ivanov,Wikipedia — Georgi Ivanov,Wikipedia,"https://en.wikipedia.org/wiki/Georgi_Ivanov_(footballer,_born_1976)",2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-kabakov,Wikipedia — Georgi Kabakov,Wikipedia — Georgi Kabakov,Wikipedia,https://en.wikipedia.org/wiki/Georgi_Kabakov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-karaslavov,Wikipedia — Georgi Karaslavov,Wikipedia — Georgi Karaslavov,Wikipedia,https://en.wikipedia.org/wiki/Georgi_Karaslavov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-popov,Wikipedia — Georgi Popov,Wikipedia — Georgi Popov,Wikipedia,https://en.wikipedia.org/wiki/Georgi_Popov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-tringov,Wikipedia — Georgi Tringov,Wikipedia — Georgi Tringov,Wikipedia,https://en.wikipedia.org/wiki/Georgi_Tringov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgi-yordanov,Wikipedia — Georgi Yordanov,Wikipedia — Georgi Yordanov,Wikipedia,https://en.wikipedia.org/wiki/Georgi_Yordanov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-georgios-kleovoulos,Wikipedia — Georgios Kleovoulos,Wikipedia — Georgios Kleovoulos,Wikipedia,https://en.wikipedia.org/wiki/Georgios_Kleovoulos,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-gergana-topalova,Wikipedia — Gergana Topalova,Wikipedia — Gergana Topalova,Wikipedia,https://en.wikipedia.org/wiki/Gergana_Topalova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-grigor-palikarov,Wikipedia — Grigor Palikarov,Wikipedia — Grigor Palikarov,Wikipedia,https://en.wikipedia.org/wiki/Grigor_Palikarov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-haf-z-ahmed-pasha,Wikipedia — Hafız Ahmed Pasha,Wikipedia — Hafız Ahmed Pasha,Wikipedia,https://en.wikipedia.org/wiki/Haf%C4%B1z_Ahmed_Pasha,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hariton-kuev,Wikipedia — Харитон Куев,Wikipedia — Харитон Куев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D0%B8%D1%82%D0%BE%D0%BD_%D0%9A%D1%83%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-henri-calef,Wikipedia — Henri Calef,Wikipedia — Henri Calef,Wikipedia,https://en.wikipedia.org/wiki/Henri_Calef,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hermas-of-philippopolis,Wikipedia — Hermas of Philippopolis,Wikipedia — Hermas of Philippopolis,Wikipedia,https://en.wikipedia.org/wiki/Hermas_of_Philippopolis,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hisar-kapia,Wikipedia — Hisar Kapia,Wikipedia — Hisar Kapia,Wikipedia,https://en.wikipedia.org/wiki/Hisar_Kapia,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-bonev,Wikipedia — Hristo Bonev,Wikipedia — Hristo Bonev,Wikipedia,https://en.wikipedia.org/wiki/Hristo_Bonev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-botev-stadium,Wikipedia — Hristo Botev Stadium,Wikipedia — Hristo Botev Stadium,Wikipedia,https://en.wikipedia.org/wiki/Stadion_Hristo_Botev_(Plovdiv),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-dyukmedzhiev,Wikipedia — Христо Дюкмеджиев,Wikipedia — Христо Дюкмеджиев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%94%D1%8E%D0%BA%D0%BC%D0%B5%D0%B4%D0%B6%D0%B8%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-g-danov,Wikipedia — Христо Г. Данов,Wikipedia — Христо Г. Данов,Wikipedia,https://bg.wikipedia.org/wiki/%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%93._%D0%94%D0%B0%D0%BD%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-koilov,Wikipedia — Hristo Koilov,Wikipedia — Hristo Koilov,Wikipedia,https://en.wikipedia.org/wiki/Hristo_Koilov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-kolev,Wikipedia — Hristo Kolev,Wikipedia — Hristo Kolev,Wikipedia,https://en.wikipedia.org/wiki/Hristo_Kolev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-smolenov,Wikipedia — Hristo Smolenov,Wikipedia — Hristo Smolenov,Wikipedia,https://en.wikipedia.org/wiki/Hristo_Smolenov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-hristo-stoichkov,Wikipedia — Hristo Stoichkov,Wikipedia — Hristo Stoichkov,Wikipedia,https://en.wikipedia.org/wiki/Hristo_Stoichkov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-humanitarian-high-school-saints-cyril-and-methodius-plovdiv,"Wikipedia — Humanitarian High School ""Saints Cyril and Methodius"" Plovdiv","Wikipedia — Humanitarian High School ""Saints Cyril and Methodius"" Plovdiv",Wikipedia,"https://en.wikipedia.org/wiki/Sts._Cyril_and_Methodius_High_School_of_Humanities,_Plovdiv",2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ilian-djevelekov,Wikipedia — Ilian Djevelekov,Wikipedia — Ilian Djevelekov,Wikipedia,https://en.wikipedia.org/wiki/Ilian_Djevelekov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-iliya-dzhivondov,Wikipedia — Iliya Dzhivondov,Wikipedia — Iliya Dzhivondov,Wikipedia,https://en.wikipedia.org/wiki/Iliya_Dzhivondov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-iliya-zhelev,Wikipedia — Iliya Zhelev,Wikipedia — Iliya Zhelev,Wikipedia,https://en.wikipedia.org/wiki/Iliya_Zhelev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ina-deltcheva,Wikipedia — Ina Deltcheva,Wikipedia — Ina Deltcheva,Wikipedia,https://en.wikipedia.org/wiki/Ina_Deltcheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-international-fair-plovdiv,Wikipedia — International Fair Plovdiv,Wikipedia — International Fair Plovdiv,Wikipedia,https://en.wikipedia.org/wiki/International_Fair_Plovdiv,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-inzh-ivan-totev,Wikipedia — инж. Иван Тотев,Wikipedia — инж. Иван Тотев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%A2%D0%BE%D1%82%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-irmena-chichikova,Wikipedia — Irmena Chichikova,Wikipedia — Irmena Chichikova,Wikipedia,https://en.wikipedia.org/wiki/Irmena_Chichikova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-isaac-passy,Wikipedia — Isaac Passy,Wikipedia — Isaac Passy,Wikipedia,https://en.wikipedia.org/wiki/Isaac_Passy,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-iva-prandzheva,Wikipedia — Iva Prandzheva,Wikipedia — Iva Prandzheva,Wikipedia,https://en.wikipedia.org/wiki/Iva_Prandzheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-andonov,Wikipedia — Ivan Andonov,Wikipedia — Ivan Andonov,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Andonov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-demerdzhiev,Wikipedia — Ivan Demerdzhiev,Wikipedia — Ivan Demerdzhiev,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Demerdzhiev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-evstratiev-geshov,Wikipedia — Ivan Evstratiev Geshov,Wikipedia — Ivan Evstratiev Geshov,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Evstratiev_Geshov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-kostov-nikolov,Wikipedia — Ivan Kostov Nikolov,Wikipedia — Ivan Kostov Nikolov,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Kostov_Nikolov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-panev,Wikipedia — Иван Панев,Wikipedia — Иван Панев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%9F%D0%B0%D0%BD%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-stefanov-geshov,Wikipedia — Иван Стефанов Гешов,Wikipedia — Иван Стефанов Гешов,Wikipedia,https://bg.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%BE%D0%B2_%D0%93%D0%B5%D1%88%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-stoitsov,Wikipedia — Ivan Stoitsov,Wikipedia — Ivan Stoitsov,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Stoitsov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivan-vazov-national-library,Wikipedia — Ivan Vazov National Library,Wikipedia — Ivan Vazov National Library,Wikipedia,https://en.wikipedia.org/wiki/Ivan_Vazov_National_Library,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-ivanka-vancheva,Wikipedia — Ivanka Vancheva,Wikipedia — Ivanka Vancheva,Wikipedia,https://en.wikipedia.org/wiki/Ivanka_Vancheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-jeanette-spassova,Wikipedia — Jeanette Spassova,Wikipedia — Jeanette Spassova,Wikipedia,https://en.wikipedia.org/wiki/Jeanette_Spassova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-josaphat-chichkov,Wikipedia — Josaphat Chichkov,Wikipedia — Josaphat Chichkov,Wikipedia,https://en.wikipedia.org/wiki/Josaphat_Chichkov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-josif-miladinov,Wikipedia — Josif Miladinov,Wikipedia — Josif Miladinov,Wikipedia,https://en.wikipedia.org/wiki/Josif_Miladinov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-julian-radulski,Wikipedia — Julian Radulski,Wikipedia — Julian Radulski,Wikipedia,https://en.wikipedia.org/wiki/Yulian_Radulski,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-juliya-baytsheva,Wikipedia — Juliya Baytsheva,Wikipedia — Juliya Baytsheva,Wikipedia,https://en.wikipedia.org/wiki/Julia_Baicheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kalofer-khristozov,Wikipedia — Kalofer Khristozov,Wikipedia — Kalofer Khristozov,Wikipedia,https://en.wikipedia.org/wiki/Kalofer_Khristozov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kamenitza,Wikipedia — Kamenitza,Wikipedia — Kamenitza,Wikipedia,https://en.wikipedia.org/wiki/Kamenitza,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kemal-yas-nk-l-c,Wikipedia — Kemal Yaşınkılıç,Wikipedia — Kemal Yaşınkılıç,Wikipedia,https://en.wikipedia.org/wiki/Kemal_Ya%C5%9F%C4%B1nk%C4%B1l%C4%B1%C3%A7,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-keraca-visulceva,Wikipedia — Keraca Visulceva,Wikipedia — Keraca Visulceva,Wikipedia,https://en.wikipedia.org/wiki/Keraca_Visul%C4%8Deva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kiril-petkov,Wikipedia — Kiril Petkov,Wikipedia — Kiril Petkov,Wikipedia,https://en.wikipedia.org/wiki/Kiril_Petkov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-konstantin-hadzhikalchov,Wikipedia — Константин Хаджикалчов,Wikipedia — Константин Хаджикалчов,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD_%D0%A5%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B0%D0%BB%D1%87%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-konstantin-lukash,Wikipedia — Konstantin Lukash,Wikipedia — Konstantin Lukash,Wikipedia,https://en.wikipedia.org/wiki/Konstantin_Lukash,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-konstantin-mitev,Wikipedia — Konstantin Mitev,Wikipedia — Konstantin Mitev,Wikipedia,https://en.wikipedia.org/wiki/Konstantin_Mitev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-konstantin-stoilov,Wikipedia — Konstantin Stoilov,Wikipedia — Konstantin Stoilov,Wikipedia,https://en.wikipedia.org/wiki/Konstantin_Stoilov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kosta-kumanov,Wikipedia — Коста Куманов,Wikipedia — Коста Куманов,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82%D0%B0_%D0%9A%D1%83%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kostadin-dimitrov,Wikipedia — Костадин Димитров,Wikipedia — Костадин Димитров,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82%D0%B0%D0%B4%D0%B8%D0%BD_%D0%94%D0%B8%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2,2026-06-18,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kostadin-tilev,Wikipedia — Kostadin Tilev,Wikipedia — Kostadin Tilev,Wikipedia,https://en.wikipedia.org/wiki/Kostadin_Tilev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kostaki-peev,Wikipedia — Костаки Пеев,Wikipedia — Костаки Пеев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82%D0%B0%D0%BA%D0%B8_%D0%9F%D0%B5%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-krasimir-dounev,Wikipedia — Krasimir Dounev,Wikipedia — Krasimir Dounev,Wikipedia,https://en.wikipedia.org/wiki/Krasimir_Dunev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-krikor-azaryan,Wikipedia — Krikor Azaryan,Wikipedia — Krikor Azaryan,Wikipedia,https://en.wikipedia.org/wiki/Krikor_Azaryan,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kristian-vasilev,Wikipedia — Kristian Vasilev,Wikipedia — Kristian Vasilev,Wikipedia,https://en.wikipedia.org/wiki/Kristian_Vasilev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-kuncho-kunchev,Wikipedia — Kuncho Kunchev,Wikipedia — Kuncho Kunchev,Wikipedia,https://en.wikipedia.org/wiki/Kuncho_Kunchev_(boxer),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-lalka-berberova,Wikipedia — Lalka Berberova,Wikipedia — Lalka Berberova,Wikipedia,https://en.wikipedia.org/wiki/Lalka_Berberova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-library-of-philippopolis,Wikipedia — Library of Philippopolis,Wikipedia — Library of Philippopolis,Wikipedia,https://en.wikipedia.org/wiki/Library_of_Philippopolis,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-lilyana-tomova,Wikipedia — Lilyana Tomova,Wikipedia — Lilyana Tomova,Wikipedia,https://en.wikipedia.org/wiki/Lilyana_Tomova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-lokomotiv-stadium,Wikipedia — Lokomotiv Stadium,Wikipedia — Lokomotiv Stadium,Wikipedia,https://en.wikipedia.org/wiki/Stadion_Lokomotiv_(Plovdiv),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-luba-lukova,Wikipedia — Luba Lukova,Wikipedia — Luba Lukova,Wikipedia,https://en.wikipedia.org/wiki/Luba_Lukova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-lyubomir-lyubenov,Wikipedia — Lyubomir Lyubenov,Wikipedia — Lyubomir Lyubenov,Wikipedia,https://en.wikipedia.org/wiki/Lyubomir_Lyubenov_(canoeist),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-madelaine-bohme,Wikipedia — Madelaine Böhme,Wikipedia — Madelaine Böhme,Wikipedia,https://en.wikipedia.org/wiki/Madelaine_B%C3%B6hme,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-magdalina-valchanova,Wikipedia — Magdalina Valchanova,Wikipedia — Magdalina Valchanova,Wikipedia,https://en.wikipedia.org/wiki/Magdalina_Valchanova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mancho-manev,Wikipedia — Манчо Манев,Wikipedia — Манчо Манев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%87%D0%BE_%D0%9C%D0%B0%D0%BD%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mara-maleeva-zhivkova,Wikipedia — Mara Maleeva-Zhivkova,Wikipedia — Mara Maleeva-Zhivkova,Wikipedia,https://en.wikipedia.org/wiki/Mara_Maleeva-Zhivkova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-maria-neykova,Wikipedia — Maria Neykova,Wikipedia — Maria Neykova,Wikipedia,https://en.wikipedia.org/wiki/Maria_Neykova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-maria-petrova,Wikipedia — Maria Petrova,Wikipedia — Maria Petrova,Wikipedia,https://en.wikipedia.org/wiki/Maria_Petrova_(rhythmic_gymnast),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-maria-toromanova-hmelik,Wikipedia — Maria Toromanova-Hmelik,Wikipedia — Maria Toromanova-Hmelik,Wikipedia,https://en.wikipedia.org/wiki/Maria_Toromanova-Hmelik,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mariana-serbezova,Wikipedia — Mariana Serbezova,Wikipedia — Mariana Serbezova,Wikipedia,https://en.wikipedia.org/wiki/Mariana_Serbezova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-marin-yonchev,Wikipedia — Marin Yonchev,Wikipedia — Marin Yonchev,Wikipedia,https://en.wikipedia.org/wiki/Marin_Yonchev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-maritsa-hotel,Wikipedia — Maritsa Hotel,Wikipedia — Maritsa Hotel,Wikipedia,https://en.wikipedia.org/wiki/Maritsa_Hotel,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mariya-kartalova,Wikipedia — Mariya Kartalova,Wikipedia — Mariya Kartalova,Wikipedia,https://en.wikipedia.org/wiki/Mariya_Kartalova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mariya-petkova,Wikipedia — Mariya Petkova,Wikipedia — Mariya Petkova,Wikipedia,https://en.wikipedia.org/wiki/Mariya_Petkova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-markovo-tepe,Wikipedia — Markovo tepe,Wikipedia — Markovo tepe,Wikipedia,https://en.wikipedia.org/wiki/Markovo_Tepe,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-martina-gledacheva,Wikipedia — Martina Gledacheva,Wikipedia — Martina Gledacheva,Wikipedia,https://en.wikipedia.org/wiki/Martina_Gledacheva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-martsel-koen,Wikipedia — Martsel Koen,Wikipedia — Martsel Koen,Wikipedia,https://en.wikipedia.org/wiki/Martsel_Koen,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mary-m-haskell,Wikipedia — Mary M. Haskell,Wikipedia — Mary M. Haskell,Wikipedia,https://en.wikipedia.org/wiki/Mary_M._Haskell,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-matei-pampoulov,Wikipedia — Matei Pampoulov,Wikipedia — Matei Pampoulov,Wikipedia,https://en.wikipedia.org/wiki/Matei_Pampoulov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mihail-gerdzhikov,Wikipedia — Mihail Gerdzhikov,Wikipedia — Mihail Gerdzhikov,Wikipedia,https://en.wikipedia.org/wiki/Mihail_Gerdzhikov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mihail-madzharov,Wikipedia — Михаил Маджаров,Wikipedia — Михаил Маджаров,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9C%D0%B0%D0%B4%D0%B6%D0%B0%D1%80%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-mihail-simeonov,Wikipedia — Mihail Simeonov,Wikipedia — Mihail Simeonov,Wikipedia,https://en.wikipedia.org/wiki/Mihail_Simeonov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-milcho-leviev,Wikipedia — Milcho Leviev,Wikipedia — Milcho Leviev,Wikipedia,https://en.wikipedia.org/wiki/Milcho_Leviev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-milen-dobrev,Wikipedia — Milen Dobrev,Wikipedia — Milen Dobrev,Wikipedia,https://en.wikipedia.org/wiki/Milen_Dobrev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-milko-bobotsov,Wikipedia — Milko Bobotsov,Wikipedia — Milko Bobotsov,Wikipedia,https://en.wikipedia.org/wiki/Milko_Bobotsov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-milko-popcev,Wikipedia — Milko Popčev,Wikipedia — Milko Popčev,Wikipedia,https://en.wikipedia.org/wiki/Milko_Popchev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-milosh-danov,Wikipedia — Милош Данов,Wikipedia — Милош Данов,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BB%D0%BE%D1%88_%D0%94%D0%B0%D0%BD%D0%BE%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-miro,Wikipedia — Miro,Wikipedia — Miro,Wikipedia,https://en.wikipedia.org/wiki/Rusev_(wrestler),2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-moni-ovadia,Wikipedia — Moni Ovadia,Wikipedia — Moni Ovadia,Wikipedia,https://en.wikipedia.org/wiki/Moni_Ovadia,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nadezhda-kehayova,Wikipedia — Nadezhda Kehayova,Wikipedia — Nadezhda Kehayova,Wikipedia,https://en.wikipedia.org/wiki/Nadezhda_Kehayova,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nako-baev,Wikipedia — Nako Baev,Wikipedia — Nako Baev,Wikipedia,https://en.wikipedia.org/wiki/Nako_Baev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nanka-serkedzhieva,Wikipedia — Nanka Serkedzhieva,Wikipedia — Nanka Serkedzhieva,Wikipedia,https://en.wikipedia.org/wiki/Nanka_Serkedzhieva,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nayden-todorov,Wikipedia — Nayden Todorov,Wikipedia — Nayden Todorov,Wikipedia,https://en.wikipedia.org/wiki/Nayden_Todorov,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nebet-tepe,Wikipedia — Nebet Tepe,Wikipedia — Nebet Tepe,Wikipedia,https://en.wikipedia.org/wiki/Nebet_Tepe,2026-06-18,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nenko-dobrev,Wikipedia — Nenko Dobrev,Wikipedia — Nenko Dobrev,Wikipedia,https://en.wikipedia.org/wiki/Nenko_Dobrev,2026-06-19,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nikola-balkandzhiev,Wikipedia — Никола Балканджиев,Wikipedia — Никола Балканджиев,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%91%D0%B0%D0%BB%D0%BA%D0%B0%D0%BD%D0%B4%D0%B6%D0%B8%D0%B5%D0%B2,2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
source-wikipedia-nikola-chalakov,Wikipedia — Никола Чалъков,Wikipedia — Никола Чалъков,Wikipedia,https://bg.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A7%D0%B0%D0%BB%D1%8A%D0%BA%D0%BE%D0%B2_(%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA),2026-06-17,open_license,Creative Commons Attribution-ShareAlike 4.0 International
